CustomerID,CustomerSegment,AgeGroup,Gender
1638,Emerging,18-24,Male
1639,Mass Market,18-24,Male
1640,Emerging,18-24,Female
1641,Affluent,25-34,Female
1642,Mass Market,18-24,Male
1643,Affluent,35-44,Male
1644,Affluent,35-44,Female
1645,Mass Market,25-34,Male
1646,Business,55+,Male
1647,Affluent,18-24,Male
1648,Emerging,45-54,Female
1649,Emerging,25-34,Female
1650,Mass Market,45-54,Female
1651,Mass Market,35-44,Female
1652,Mass Market,35-44,Male
1653,Mass Market,35-44,Female
1654,Emerging,25-34,Male
1655,Mass Market,25-34,Female
1656,Mass Market,35-44,Female
1657,Mass Market,25-34,Male
1658,Affluent,35-44,Male
1659,Affluent,25-34,Female
1660,Affluent,18-24,Male
1661,Mass Market,18-24,Female
1662,Emerging,18-24,Female
1663,Mass Market,25-34,Male
1664,Affluent,18-24,Male
1665,Mass Market,45-54,Female
1666,Mass Market,35-44,Female
1667,Mass Market,25-34,Male
1668,Emerging,25-34,Male
1669,Mass Market,55+,Female
1670,Affluent,35-44,Male
1671,Mass Market,55+,Female
1672,Emerging,45-54,Male
1673,Mass Market,18-24,Male
1674,Emerging,25-34,Female
1675,Mass Market,35-44,Female
1676,Affluent,35-44,Female
1677,Emerging,18-24,Male
1678,Mass Market,35-44,Female
1679,Affluent,18-24,Female
1680,Mass Market,25-34,Female
1681,Emerging,45-54,Male
1682,Emerging,35-44,Female
1683,Mass Market,45-54,Male
1684,Business,18-24,Female
1685,Business,18-24,Female
1686,Mass Market,25-34,Female
1687,Mass Market,55+,Female
1688,Emerging,25-34,Female
1689,Mass Market,25-34,Female
1690,Mass Market,18-24,Female
1691,Mass Market,45-54,Female
1692,Mass Market,25-34,Female
1693,Mass Market,18-24,Male
1694,Affluent,35-44,Male
1695,Mass Market,25-34,Male
1696,Affluent,25-34,Female
1697,Emerging,25-34,Female
1698,Business,35-44,Male
1699,Mass Market,45-54,Male
1700,Emerging,25-34,Female
1701,Mass Market,35-44,Male
1702,Mass Market,45-54,Female
1703,Emerging,45-54,Male
1704,Affluent,25-34,Female
1705,Mass Market,35-44,Male
1706,Emerging,35-44,Female
1707,Mass Market,25-34,Male
1708,Emerging,18-24,Female
1709,Mass Market,55+,Male
1710,Affluent,35-44,Female
1711,Affluent,18-24,Male
1712,Mass Market,25-34,Female
1713,Affluent,25-34,Male
1714,Mass Market,25-34,Female
1715,Business,25-34,Female
1716,Affluent,35-44,Female
1717,Emerging,18-24,Male
1718,Emerging,18-24,Male
1719,Mass Market,25-34,Male
1720,Emerging,35-44,Female
1721,Mass Market,35-44,Male
1722,Mass Market,45-54,Female
1723,Mass Market,18-24,Male
1724,Affluent,45-54,Female
1725,Mass Market,55+,Male
1726,Business,35-44,Female
1727,Emerging,25-34,Male
1728,Mass Market,25-34,Female
1729,Mass Market,45-54,Male
1730,Emerging,18-24,Female
1731,Emerging,35-44,Female
1732,Mass Market,25-34,Female
1733,Mass Market,45-54,Female
1734,Mass Market,45-54,Male
1735,Mass Market,55+,Male
1736,Mass Market,55+,Male
1737,Emerging,35-44,Male
1738,Emerging,45-54,Female
1739,Mass Market,18-24,Female
1740,Emerging,35-44,Male
1741,Mass Market,18-24,Male
1742,Mass Market,25-34,Male
1743,Mass Market,25-34,Female
1744,Mass Market,18-24,Male
1745,Mass Market,35-44,Male
1746,Mass Market,25-34,Male
1747,Mass Market,55+,Female
1748,Business,35-44,Male
1749,Mass Market,18-24,Male
1750,Mass Market,18-24,Male
1751,Mass Market,25-34,Male
1752,Mass Market,25-34,Female
1753,Emerging,25-34,Male
1754,Mass Market,55+,Male
1755,Emerging,45-54,Male
1756,Mass Market,45-54,Female
1757,Business,18-24,Male
1758,Affluent,25-34,Male
1759,Business,55+,Male
1760,Emerging,25-34,Female
1761,Mass Market,25-34,Female
1762,Mass Market,18-24,Female
1763,Emerging,35-44,Female
1764,Emerging,55+,Male
1765,Emerging,25-34,Male
1766,Emerging,45-54,Female
1767,Mass Market,25-34,Female
1768,Mass Market,35-44,Female
1769,Emerging,18-24,Female
1770,Mass Market,25-34,Male
1771,Affluent,35-44,Female
1772,Emerging,25-34,Female
1773,Mass Market,35-44,Male
1774,Emerging,35-44,Male
1775,Emerging,18-24,Female
1776,Emerging,25-34,Female
1777,Business,25-34,Male
1778,Mass Market,35-44,Female
1779,Emerging,35-44,Male
1780,Mass Market,45-54,Female
1781,Mass Market,25-34,Male
1782,Mass Market,25-34,Female
1783,Mass Market,55+,Male
1784,Mass Market,25-34,Male
1785,Mass Market,25-34,Male
1786,Emerging,25-34,Male
1787,Affluent,18-24,Female
1788,Emerging,35-44,Male
1789,Business,25-34,Male
1790,Mass Market,35-44,Female
1791,Mass Market,25-34,Male
1792,Emerging,25-34,Male
1793,Emerging,25-34,Female
1794,Mass Market,35-44,Male
1795,Emerging,45-54,Male
1796,Mass Market,45-54,Male
1797,Mass Market,25-34,Male
1798,Affluent,35-44,Female
1799,Emerging,35-44,Female
1800,Mass Market,45-54,Female
1801,Affluent,35-44,Male
1802,Emerging,18-24,Male
1803,Mass Market,25-34,Male
1804,Emerging,35-44,Male
1805,Mass Market,25-34,Male
1806,Emerging,35-44,Female
1807,Business,35-44,Male
1808,Mass Market,25-34,Male
1809,Mass Market,25-34,Male
1810,Mass Market,45-54,Female
1811,Mass Market,25-34,Female
1812,Mass Market,45-54,Male
1813,Mass Market,18-24,Female
1814,Mass Market,25-34,Female
1815,Mass Market,25-34,Female
1816,Emerging,35-44,Male
1817,Mass Market,45-54,Female
1818,Mass Market,45-54,Male
1819,Emerging,35-44,Female
1820,Mass Market,45-54,Female
1821,Mass Market,55+,Male
1822,Mass Market,45-54,Male
1823,Business,45-54,Male
1824,Affluent,35-44,Male
1825,Emerging,35-44,Male
1826,Mass Market,25-34,Male
1827,Mass Market,25-34,Male
1828,Mass Market,25-34,Female
1829,Mass Market,25-34,Female
1830,Business,35-44,Male
1831,Business,45-54,Female
1832,Business,45-54,Male
1833,Affluent,25-34,Female
1834,Affluent,45-54,Female
1835,Mass Market,35-44,Male
1836,Mass Market,25-34,Female
1837,Affluent,18-24,Female
1838,Mass Market,55+,Male
1839,Business,25-34,Male
1840,Emerging,35-44,Female
1841,Mass Market,35-44,Male
1842,Mass Market,35-44,Male
1843,Mass Market,25-34,Male
1844,Affluent,25-34,Female
1845,Emerging,25-34,Male
1846,Emerging,18-24,Male
1847,Emerging,25-34,Male
1848,Affluent,25-34,Male
1849,Business,25-34,Female
1850,Mass Market,35-44,Male
1851,Affluent,25-34,Female
1852,Mass Market,25-34,Female
1853,Mass Market,25-34,Male
1854,Emerging,25-34,Female
1855,Emerging,18-24,Male
1856,Mass Market,25-34,Female
1857,Mass Market,35-44,Female
1858,Business,25-34,Male
1859,Mass Market,25-34,Female
1860,Mass Market,25-34,Female
1861,Mass Market,45-54,Female
1862,Mass Market,55+,Male
1863,Mass Market,18-24,Female
1864,Mass Market,35-44,Female
1865,Mass Market,25-34,Female
1866,Affluent,18-24,Male
1867,Emerging,35-44,Male
1868,Business,25-34,Male
1869,Mass Market,18-24,Female
1870,Emerging,35-44,Female
1871,Emerging,45-54,Female
1872,Mass Market,35-44,Male
1873,Emerging,25-34,Male
1874,Affluent,55+,Male
1875,Mass Market,25-34,Female
1876,Mass Market,55+,Female
1877,Affluent,18-24,Female
1878,Emerging,25-34,Female
1879,Emerging,55+,Female
1880,Mass Market,18-24,Male
1881,Mass Market,18-24,Female
1882,Mass Market,35-44,Male
1883,Mass Market,35-44,Male
1884,Mass Market,35-44,Male
1885,Mass Market,35-44,Male
1886,Affluent,35-44,Male
1887,Emerging,45-54,Female
1888,Mass Market,35-44,Female
1889,Affluent,18-24,Male
1890,Mass Market,25-34,Female
1891,Mass Market,35-44,Female
1892,Mass Market,35-44,Female
1893,Mass Market,55+,Female
1894,Emerging,35-44,Male
1895,Mass Market,45-54,Male
1896,Affluent,45-54,Male
1897,Affluent,25-34,Male
1898,Emerging,35-44,Male
1899,Mass Market,25-34,Male
1900,Emerging,25-34,Male
1901,Mass Market,35-44,Female
1902,Mass Market,35-44,Male
1903,Affluent,25-34,Male
1904,Mass Market,18-24,Female
1905,Affluent,35-44,Female
1906,Emerging,25-34,Male
1907,Mass Market,35-44,Male
1908,Mass Market,25-34,Male
1909,Affluent,18-24,Female
1910,Business,55+,Male
