AgentID,AgentName,AgentType,AgentStartDate,AgentStatus,LocationID
230,Agent 00130,Super Agent,2025-06-07,Active,103
231,Agent 00131,Banking Agent,2024-09-20,Active,94
232,Agent 00132,Standard Agent,2024-06-08,Active,77
233,Agent 00133,Standard Agent,2024-02-21,Active,86
234,Agent 00134,Standard Agent,2024-05-26,Active,59
235,Agent 00135,Merchant Agent,2023-02-21,Suspended,18
236,Agent 00136,Standard Agent,2025-08-08,Active,3
237,Agent 00137,Standard Agent,2023-03-03,Active,46
238,Agent 00138,Banking Agent,2024-07-27,Active,94
239,Agent 00139,Super Agent,2024-08-09,Suspended,52
240,Agent 00140,Merchant Agent,2023-02-07,Active,60
241,Agent 00141,Standard Agent,2023-09-10,Active,75
242,Agent 00142,Banking Agent,2024-01-15,Inactive,26
243,Agent 00143,Standard Agent,2025-03-22,Active,36
244,Agent 00144,Standard Agent,2025-01-20,Active,3
245,Agent 00145,Standard Agent,2024-01-01,Active,13
246,Agent 00146,Standard Agent,2023-05-22,Active,26
247,Agent 00147,Standard Agent,2023-03-11,Active,85
248,Agent 00148,Standard Agent,2023-07-27,Active,22
249,Agent 00149,Standard Agent,2023-12-20,Active,40
250,Agent 00150,Merchant Agent,2024-06-11,Active,91
251,Agent 00151,Merchant Agent,2023-01-03,Suspended,51
252,Agent 00152,Standard Agent,2024-12-02,Active,79
253,Agent 00153,Standard Agent,2025-09-02,Active,50
254,Agent 00154,Merchant Agent,2024-02-22,Active,74
255,Agent 00155,Standard Agent,2025-06-21,Active,97
256,Agent 00156,Merchant Agent,2025-01-18,Active,33
257,Agent 00157,Standard Agent,2024-05-05,Active,12
258,Agent 00158,Standard Agent,2023-09-22,Active,84
259,Agent 00159,Standard Agent,2023-06-01,Inactive,47
260,Agent 00160,Standard Agent,2023-06-16,Active,91
261,Agent 00161,Standard Agent,2023-07-08,Active,64
262,Agent 00162,Standard Agent,2025-05-27,Active,44
263,Agent 00163,Standard Agent,2024-03-04,Active,14
264,Agent 00164,Merchant Agent,2024-04-06,Active,96
265,Agent 00165,Standard Agent,2024-10-26,Active,1
266,Agent 00166,Banking Agent,2024-08-29,Active,97
267,Agent 00167,Banking Agent,2023-12-20,Active,98
268,Agent 00168,Standard Agent,2024-06-18,Active,91
269,Agent 00169,Standard Agent,2025-07-15,Active,21
270,Agent 00170,Standard Agent,2024-12-06,Active,93
271,Agent 00171,Standard Agent,2025-03-11,Active,50
272,Agent 00172,Standard Agent,2025-06-10,Active,16
273,Agent 00173,Banking Agent,2025-02-22,Inactive,32
274,Agent 00174,Merchant Agent,2023-11-25,Active,38
275,Agent 00175,Standard Agent,2025-07-08,Active,2
276,Agent 00176,Standard Agent,2023-03-10,Active,51
277,Agent 00177,Banking Agent,2025-06-29,Active,67
278,Agent 00178,Standard Agent,2023-05-08,Suspended,43
279,Agent 00179,Super Agent,2023-10-14,Active,8
280,Agent 00180,Standard Agent,2023-04-13,Active,33
281,Agent 00181,Banking Agent,2023-07-04,Active,40
282,Agent 00182,Standard Agent,2024-08-06,Active,5
283,Agent 00183,Standard Agent,2025-05-12,Active,76
284,Agent 00184,Merchant Agent,2025-01-07,Inactive,90
285,Agent 00185,Standard Agent,2025-06-30,Active,43
286,Agent 00186,Super Agent,2023-06-02,Active,50
287,Agent 00187,Standard Agent,2024-05-29,Active,97
288,Agent 00188,Standard Agent,2023-06-16,Active,103
289,Agent 00189,Standard Agent,2024-06-24,Active,11
290,Agent 00190,Standard Agent,2025-08-27,Active,38
291,Agent 00191,Standard Agent,2024-01-21,Active,1
292,Agent 00192,Standard Agent,2025-07-07,Active,101
293,Agent 00193,Super Agent,2023-09-27,Active,50
294,Agent 00194,Merchant Agent,2024-12-21,Active,59
295,Agent 00195,Standard Agent,2024-09-14,Active,31
296,Agent 00196,Standard Agent,2025-04-12,Active,70
297,Agent 00197,Super Agent,2025-05-14,Active,22
298,Agent 00198,Standard Agent,2025-06-07,Active,1
299,Agent 00199,Standard Agent,2024-04-11,Active,98
300,Agent 00200,Merchant Agent,2024-05-18,Active,39
301,Agent 00201,Merchant Agent,2023-09-11,Active,72
302,Agent 00202,Merchant Agent,2023-04-08,Active,100
303,Agent 00203,Standard Agent,2023-03-29,Active,58
304,Agent 00204,Standard Agent,2025-02-14,Inactive,55
305,Agent 00205,Merchant Agent,2024-06-05,Suspended,22
306,Agent 00206,Merchant Agent,2025-05-19,Active,66
307,Agent 00207,Merchant Agent,2024-11-20,Active,33
308,Agent 00208,Standard Agent,2025-07-13,Active,22
309,Agent 00209,Super Agent,2023-07-06,Active,60
310,Agent 00210,Super Agent,2023-07-15,Active,24
311,Agent 00211,Standard Agent,2023-12-09,Active,65
312,Agent 00212,Standard Agent,2023-08-31,Active,101
313,Agent 00213,Banking Agent,2023-07-26,Active,86
314,Agent 00214,Standard Agent,2025-04-10,Active,4
315,Agent 00215,Standard Agent,2024-03-10,Active,97
316,Agent 00216,Standard Agent,2023-03-31,Active,2
317,Agent 00217,Standard Agent,2025-04-30,Active,38
318,Agent 00218,Standard Agent,2025-07-12,Active,67
319,Agent 00219,Standard Agent,2024-03-21,Active,73
320,Agent 00220,Standard Agent,2025-07-18,Active,22
321,Agent 00221,Standard Agent,2025-04-15,Inactive,63
322,Agent 00222,Standard Agent,2024-09-19,Active,58
323,Agent 00223,Standard Agent,2024-10-28,Active,29
324,Agent 00224,Banking Agent,2024-04-17,Inactive,50
325,Agent 00225,Standard Agent,2024-06-01,Active,89
326,Agent 00226,Banking Agent,2024-08-30,Suspended,72
327,Agent 00227,Merchant Agent,2024-03-05,Active,13
328,Agent 00228,Standard Agent,2023-10-18,Active,58
329,Agent 00229,Merchant Agent,2023-05-24,Active,81
330,Agent 00230,Standard Agent,2025-02-19,Active,17
331,Agent 00231,Banking Agent,2023-10-16,Active,16
332,Agent 00232,Standard Agent,2023-01-05,Suspended,75
333,Agent 00233,Standard Agent,2023-04-10,Suspended,69
334,Agent 00234,Standard Agent,2023-05-22,Active,101
335,Agent 00235,Standard Agent,2025-07-22,Active,30
336,Agent 00236,Standard Agent,2023-10-31,Active,18
337,Agent 00237,Standard Agent,2023-02-03,Active,9
338,Agent 00238,Standard Agent,2025-08-29,Active,36
339,Agent 00239,Standard Agent,2023-07-31,Active,54
340,Agent 00240,Standard Agent,2024-06-17,Active,91
341,Agent 00241,Super Agent,2023-05-25,Active,45
342,Agent 00242,Merchant Agent,2023-07-29,Active,57
343,Agent 00243,Standard Agent,2025-06-09,Inactive,47
344,Agent 00244,Standard Agent,2025-05-20,Active,8
345,Agent 00245,Super Agent,2024-11-05,Active,85
346,Agent 00246,Standard Agent,2025-01-01,Inactive,33
347,Agent 00247,Standard Agent,2024-01-23,Active,57
348,Agent 00248,Banking Agent,2024-10-02,Active,58
349,Agent 00249,Standard Agent,2023-11-19,Active,102
350,Agent 00250,Merchant Agent,2023-03-28,Active,26
351,Agent 00251,Standard Agent,2023-08-29,Active,50
352,Agent 00252,Standard Agent,2025-03-07,Active,91
353,Agent 00253,Standard Agent,2023-07-16,Active,42
354,Agent 00254,Standard Agent,2025-08-03,Active,21
355,Agent 00255,Standard Agent,2024-05-26,Inactive,96
356,Agent 00256,Standard Agent,2023-11-15,Active,88
357,Agent 00257,Standard Agent,2024-10-02,Active,101
358,Agent 00258,Standard Agent,2024-06-17,Active,59
359,Agent 00259,Standard Agent,2025-04-22,Active,92
360,Agent 00260,Standard Agent,2025-04-07,Active,75
361,Agent 00261,Banking Agent,2023-07-31,Active,15
362,Agent 00262,Standard Agent,2023-02-22,Inactive,89
363,Agent 00263,Standard Agent,2025-09-04,Active,16
364,Agent 00264,Standard Agent,2025-02-25,Active,14
365,Agent 00265,Standard Agent,2023-10-14,Active,96
366,Agent 00266,Merchant Agent,2025-04-11,Active,10
367,Agent 00267,Banking Agent,2024-03-10,Active,85
368,Agent 00268,Banking Agent,2023-06-16,Active,59
369,Agent 00269,Standard Agent,2025-02-09,Active,50
370,Agent 00270,Standard Agent,2023-10-24,Active,60
371,Agent 00271,Merchant Agent,2024-05-13,Active,16
372,Agent 00272,Standard Agent,2024-04-14,Active,88
373,Agent 00273,Banking Agent,2024-03-25,Active,52
374,Agent 00274,Standard Agent,2024-09-29,Active,32
375,Agent 00275,Standard Agent,2025-03-25,Active,37
376,Agent 00276,Merchant Agent,2023-02-22,Active,50
377,Agent 00277,Standard Agent,2023-07-28,Active,18
378,Agent 00278,Standard Agent,2025-08-10,Active,24
379,Agent 00279,Standard Agent,2023-08-07,Active,42
380,Agent 00280,Super Agent,2023-04-10,Inactive,100
381,Agent 00281,Standard Agent,2024-04-21,Active,91
382,Agent 00282,Standard Agent,2024-05-15,Active,5
383,Agent 00283,Standard Agent,2024-02-07,Active,64
384,Agent 00284,Standard Agent,2023-10-28,Active,49
385,Agent 00285,Merchant Agent,2025-04-18,Active,11
386,Agent 00286,Standard Agent,2023-10-01,Active,86
387,Agent 00287,Standard Agent,2023-12-17,Inactive,29
388,Agent 00288,Standard Agent,2023-03-23,Inactive,100
389,Agent 00289,Merchant Agent,2023-12-29,Active,14
390,Agent 00290,Standard Agent,2023-05-05,Active,46
391,Agent 00291,Standard Agent,2023-06-01,Inactive,67
392,Agent 00292,Standard Agent,2025-07-12,Active,10
393,Agent 00293,Standard Agent,2024-06-02,Active,27
394,Agent 00294,Merchant Agent,2023-08-13,Active,78
395,Agent 00295,Merchant Agent,2025-09-02,Active,3
396,Agent 00296,Standard Agent,2025-04-22,Active,43
397,Agent 00297,Super Agent,2024-02-23,Active,36
398,Agent 00298,Banking Agent,2025-02-09,Active,90
399,Agent 00299,Standard Agent,2024-05-24,Active,19
400,Agent 00300,Standard Agent,2024-12-19,Inactive,39
401,Agent 00301,Standard Agent,2023-08-09,Active,43
402,Agent 00302,Banking Agent,2024-03-19,Active,8
403,Agent 00303,Standard Agent,2023-08-07,Active,37
404,Agent 00304,Standard Agent,2024-07-01,Active,12
405,Agent 00305,Standard Agent,2023-07-31,Active,54
406,Agent 00306,Standard Agent,2023-03-28,Active,89
407,Agent 00307,Banking Agent,2025-03-13,Inactive,82
408,Agent 00308,Standard Agent,2023-10-02,Inactive,8
409,Agent 00309,Super Agent,2023-06-13,Active,38
410,Agent 00310,Standard Agent,2025-03-24,Active,94
411,Agent 00311,Super Agent,2024-05-31,Active,29
412,Agent 00312,Standard Agent,2023-07-24,Active,36
413,Agent 00313,Standard Agent,2024-04-30,Active,16
414,Agent 00314,Banking Agent,2025-01-04,Active,17
415,Agent 00315,Super Agent,2025-06-01,Active,96
416,Agent 00316,Standard Agent,2024-01-20,Active,53
417,Agent 00317,Standard Agent,2023-03-23,Active,73
418,Agent 00318,Banking Agent,2024-06-07,Active,67
419,Agent 00319,Standard Agent,2025-05-06,Active,52
420,Agent 00320,Standard Agent,2024-07-20,Active,62
421,Agent 00321,Standard Agent,2025-03-04,Active,72
422,Agent 00322,Banking Agent,2024-08-18,Active,98
423,Agent 00323,Standard Agent,2023-08-13,Active,70
424,Agent 00324,Standard Agent,2024-10-23,Active,5
425,Agent 00325,Standard Agent,2023-12-28,Inactive,55
426,Agent 00326,Standard Agent,2023-05-01,Active,86
427,Agent 00327,Standard Agent,2025-06-12,Active,101
428,Agent 00328,Standard Agent,2025-05-17,Active,9
429,Agent 00329,Merchant Agent,2024-05-16,Active,53
430,Agent 00330,Standard Agent,2025-06-10,Active,66
431,Agent 00331,Standard Agent,2025-02-03,Active,89
432,Agent 00332,Standard Agent,2023-04-11,Inactive,79
433,Agent 00333,Standard Agent,2024-02-04,Active,58
434,Agent 00334,Standard Agent,2023-01-30,Active,11
435,Agent 00335,Standard Agent,2023-07-10,Active,2
436,Agent 00336,Merchant Agent,2023-09-05,Active,17
437,Agent 00337,Banking Agent,2024-01-07,Active,32
438,Agent 00338,Standard Agent,2024-12-02,Active,1
439,Agent 00339,Super Agent,2024-04-21,Active,26
440,Agent 00340,Standard Agent,2024-09-08,Inactive,35
441,Agent 00341,Standard Agent,2024-06-26,Active,73
442,Agent 00342,Merchant Agent,2023-05-27,Active,38
443,Agent 00343,Standard Agent,2024-07-12,Active,18
444,Agent 00344,Merchant Agent,2023-11-21,Active,33
445,Agent 00345,Banking Agent,2024-06-17,Active,79
446,Agent 00346,Standard Agent,2023-10-17,Active,29
447,Agent 00347,Super Agent,2025-04-29,Active,77
448,Agent 00348,Standard Agent,2023-02-01,Active,81
449,Agent 00349,Standard Agent,2023-12-05,Active,52
450,Agent 00350,Standard Agent,2023-06-14,Active,103
451,Agent 00351,Standard Agent,2024-02-20,Inactive,96
452,Agent 00352,Standard Agent,2023-12-12,Active,82
453,Agent 00353,Standard Agent,2025-06-17,Active,54
454,Agent 00354,Standard Agent,2025-04-23,Active,58
455,Agent 00355,Standard Agent,2023-10-11,Active,21
456,Agent 00356,Standard Agent,2024-08-14,Active,28
457,Agent 00357,Standard Agent,2025-08-26,Active,4
458,Agent 00358,Standard Agent,2025-04-19,Suspended,13
459,Agent 00359,Standard Agent,2024-05-26,Active,99
460,Agent 00360,Standard Agent,2024-09-06,Active,7
461,Agent 00361,Standard Agent,2025-03-31,Active,53
462,Agent 00362,Merchant Agent,2023-12-22,Active,63
463,Agent 00363,Banking Agent,2024-05-18,Active,88
464,Agent 00364,Merchant Agent,2024-08-28,Active,22
465,Agent 00365,Standard Agent,2025-09-24,Active,68
466,Agent 00366,Super Agent,2023-02-06,Active,76
467,Agent 00367,Standard Agent,2023-01-01,Active,59
468,Agent 00368,Standard Agent,2025-03-20,Active,5
469,Agent 00369,Standard Agent,2023-10-12,Active,12
470,Agent 00370,Standard Agent,2023-11-03,Active,77
471,Agent 00371,Merchant Agent,2023-07-25,Active,61
472,Agent 00372,Banking Agent,2025-08-12,Active,40
473,Agent 00373,Standard Agent,2024-05-24,Active,39
474,Agent 00374,Standard Agent,2024-11-23,Suspended,6
475,Agent 00375,Standard Agent,2023-09-15,Active,13
476,Agent 00376,Standard Agent,2025-01-14,Active,6
477,Agent 00377,Standard Agent,2024-08-28,Active,101
478,Agent 00378,Standard Agent,2024-04-07,Active,50
479,Agent 00379,Super Agent,2023-07-22,Active,5
480,Agent 00380,Standard Agent,2024-02-22,Active,40
481,Agent 00381,Standard Agent,2025-05-02,Active,100
482,Agent 00382,Standard Agent,2024-02-29,Active,9
483,Agent 00383,Standard Agent,2024-09-23,Inactive,22
484,Agent 00384,Standard Agent,2023-12-10,Active,33
485,Agent 00385,Standard Agent,2024-11-18,Active,53
486,Agent 00386,Merchant Agent,2025-02-19,Active,27
487,Agent 00387,Standard Agent,2024-12-29,Active,96
488,Agent 00388,Merchant Agent,2025-09-12,Active,28
489,Agent 00389,Super Agent,2023-07-02,Active,34
490,Agent 00390,Banking Agent,2024-12-19,Active,43
491,Agent 00391,Standard Agent,2023-03-01,Active,64
492,Agent 00392,Standard Agent,2024-05-01,Active,102
493,Agent 00393,Standard Agent,2023-09-02,Active,54
494,Agent 00394,Standard Agent,2024-01-11,Active,18
495,Agent 00395,Standard Agent,2023-08-01,Inactive,18
496,Agent 00396,Standard Agent,2023-07-02,Active,38
497,Agent 00397,Merchant Agent,2024-03-02,Active,9
498,Agent 00398,Standard Agent,2024-04-10,Active,46
499,Agent 00399,Standard Agent,2024-05-28,Active,12
500,Agent 00400,Standard Agent,2024-03-16,Active,58
501,Agent 00401,Standard Agent,2025-06-12,Active,42
502,Agent 00402,Standard Agent,2025-04-21,Active,103
503,Agent 00403,Standard Agent,2024-03-26,Active,44
504,Agent 00404,Merchant Agent,2024-07-30,Active,6
505,Agent 00405,Standard Agent,2024-08-05,Active,95
506,Agent 00406,Banking Agent,2024-06-18,Active,49
507,Agent 00407,Standard Agent,2023-11-27,Active,62
508,Agent 00408,Standard Agent,2025-02-04,Active,70
509,Agent 00409,Banking Agent,2023-06-08,Active,95
510,Agent 00410,Merchant Agent,2025-03-19,Active,23
511,Agent 00411,Standard Agent,2025-09-23,Active,14
512,Agent 00412,Standard Agent,2024-08-30,Active,28
513,Agent 00413,Banking Agent,2024-11-28,Suspended,73
514,Agent 00414,Super Agent,2025-05-25,Active,28
515,Agent 00415,Standard Agent,2024-11-15,Inactive,65
516,Agent 00416,Standard Agent,2025-08-22,Active,49
517,Agent 00417,Super Agent,2023-03-06,Suspended,25
518,Agent 00418,Standard Agent,2023-03-24,Active,84
519,Agent 00419,Standard Agent,2025-08-15,Active,69
520,Agent 00420,Merchant Agent,2024-04-02,Active,19
521,Agent 00421,Banking Agent,2024-04-13,Active,71
522,Agent 00422,Standard Agent,2023-11-09,Active,73
523,Agent 00423,Banking Agent,2024-02-06,Active,98
524,Agent 00424,Standard Agent,2024-09-18,Inactive,90
525,Agent 00425,Merchant Agent,2024-05-04,Active,43
526,Agent 00426,Merchant Agent,2023-04-25,Active,94
527,Agent 00427,Standard Agent,2023-01-12,Active,20
528,Agent 00428,Standard Agent,2023-11-23,Active,8
529,Agent 00429,Merchant Agent,2023-07-05,Inactive,83
530,Agent 00430,Banking Agent,2023-11-11,Active,79
531,Agent 00431,Standard Agent,2024-08-04,Active,16
532,Agent 00432,Standard Agent,2024-07-07,Active,103
533,Agent 00433,Standard Agent,2025-01-26,Inactive,9
534,Agent 00434,Standard Agent,2023-12-06,Active,91
535,Agent 00435,Standard Agent,2023-02-20,Active,61
536,Agent 00436,Super Agent,2024-12-01,Active,56
537,Agent 00437,Standard Agent,2023-08-24,Inactive,4
538,Agent 00438,Merchant Agent,2024-09-03,Active,34
539,Agent 00439,Standard Agent,2024-12-13,Active,90
540,Agent 00440,Standard Agent,2025-06-11,Active,46
541,Agent 00441,Standard Agent,2024-12-23,Active,73
542,Agent 00442,Banking Agent,2024-03-09,Active,30
543,Agent 00443,Standard Agent,2023-04-25,Active,74
544,Agent 00444,Banking Agent,2024-06-26,Active,43
545,Agent 00445,Standard Agent,2025-04-26,Active,22
546,Agent 00446,Super Agent,2025-09-09,Active,8
547,Agent 00447,Standard Agent,2025-04-17,Active,15
548,Agent 00448,Standard Agent,2025-07-13,Active,79
549,Agent 00449,Banking Agent,2024-10-27,Active,69
550,Agent 00450,Super Agent,2025-04-02,Active,43
551,Agent 00451,Standard Agent,2025-04-27,Active,19
552,Agent 00452,Standard Agent,2023-10-14,Active,47
553,Agent 00453,Super Agent,2025-05-20,Active,26
554,Agent 00454,Standard Agent,2023-06-28,Active,30
555,Agent 00455,Standard Agent,2025-03-13,Active,71
556,Agent 00456,Merchant Agent,2024-07-25,Active,28
557,Agent 00457,Banking Agent,2024-03-29,Active,18
558,Agent 00458,Merchant Agent,2024-02-09,Active,62
559,Agent 00459,Standard Agent,2025-01-02,Active,24
560,Agent 00460,Standard Agent,2024-08-22,Active,45
561,Agent 00461,Standard Agent,2023-07-22,Active,72
562,Agent 00462,Standard Agent,2023-04-10,Active,56
563,Agent 00463,Standard Agent,2025-06-05,Active,46
564,Agent 00464,Banking Agent,2024-02-13,Active,80
565,Agent 00465,Standard Agent,2025-09-08,Active,64
566,Agent 00466,Standard Agent,2025-05-18,Active,96
567,Agent 00467,Standard Agent,2024-06-02,Inactive,102
568,Agent 00468,Banking Agent,2023-01-17,Active,33
569,Agent 00469,Standard Agent,2024-02-29,Active,66
570,Agent 00470,Standard Agent,2023-03-07,Active,71
571,Agent 00471,Standard Agent,2024-03-15,Active,81
572,Agent 00472,Standard Agent,2024-12-07,Inactive,42
573,Agent 00473,Banking Agent,2025-08-13,Active,48
574,Agent 00474,Super Agent,2025-04-16,Active,87
575,Agent 00475,Standard Agent,2024-08-04,Active,74
576,Agent 00476,Standard Agent,2025-08-20,Active,89
577,Agent 00477,Super Agent,2025-02-26,Active,41
578,Agent 00478,Standard Agent,2023-05-03,Active,94
579,Agent 00479,Standard Agent,2023-01-12,Active,18
580,Agent 00480,Standard Agent,2024-08-11,Active,24
581,Agent 00481,Merchant Agent,2025-04-11,Active,28
582,Agent 00482,Banking Agent,2023-01-26,Active,20
583,Agent 00483,Standard Agent,2023-02-16,Active,3
584,Agent 00484,Standard Agent,2024-10-08,Active,75
585,Agent 00485,Banking Agent,2025-09-25,Active,53
586,Agent 00486,Standard Agent,2023-12-08,Active,69
587,Agent 00487,Standard Agent,2023-12-06,Active,92
588,Agent 00488,Standard Agent,2024-10-11,Active,58
589,Agent 00489,Standard Agent,2024-02-16,Active,1
590,Agent 00490,Standard Agent,2024-07-28,Active,59
591,Agent 00491,Standard Agent,2023-09-27,Active,37
592,Agent 00492,Merchant Agent,2023-05-18,Active,68
